_id,kase,diss_matches,diss_match,case_name,docket_number,decision_date,case_citation,dissent_citation,part_of_opinion,judge,judge_cited,blurb,full_opinion,case_disposition,precedent_alteration
5d0955bf1ed0f7d321879700,3677135,6,3264,Davis v. Federal Election Commission,No. 07-320,2008-06-26,554 U.S. 724,470 U.S. 480,concurring-in-part-and-dissenting-in-part,STEVENS,STEVENS,"Justice White firmly disagreed with the Buckley Court’s holding on expenditure limitations, explaining that such regulations should be analyzed, not as direct restrictions on speech, but rather as akin to time, place, and manner regulations, which will be upheld “so long as the purposes they serve are legitimate and sufficiently substantial.” Id., at 264 (opinion concurring in part and dissenting in part). Although I did not participate in the Court’s decision in Buckley, I have since been persuaded that Justice White — who maintained his steadfast opposition to Buckley’s view of expenditure limits, see, e. g., Federal Election Comm’n v. National Conservative Political Action Comm., 470 U. S. 480, 507-512 (1985) (dissenting opinion)—was correct. Indeed, it was Buckley that represented a break from 65 years of established practice, as well as a probable departure from the views of the Framers of the relevant provisions of the Constitution itself. See Randall v. Sorrell, 548 U. S. 230, 274, 280-281 (2006) (Stevens, J., dissenting).",https://api.case.law/v1/cases/3677135/?full_case=true&format=html,reversed and remanded,no determinable alteration of precedent
5d0955bf1ed0f7d321879701,3677135,6,3574,Davis v. Federal Election Commission,No. 07-320,2008-06-26,554 U.S. 724,548 U.S. 230,concurring-in-part-and-dissenting-in-part,STEVENS,STEVENS,"Justice White firmly disagreed with the Buckley Court’s holding on expenditure limitations, explaining that such regulations should be analyzed, not as direct restrictions on speech, but rather as akin to time, place, and manner regulations, which will be upheld “so long as the purposes they serve are legitimate and sufficiently substantial.” Id., at 264 (opinion concurring in part and dissenting in part). Although I did not participate in the Court’s decision in Buckley, I have since been persuaded that Justice White — who maintained his steadfast opposition to Buckley’s view of expenditure limits, see, e. g., Federal Election Comm’n v. National Conservative Political Action Comm., 470 U. S. 480, 507-512 (1985) (dissenting opinion)—was correct. Indeed, it was Buckley that represented a break from 65 years of established practice, as well as a probable departure from the views of the Framers of the relevant provisions of the Constitution itself. See Randall v. Sorrell, 548 U. S. 230, 274, 280-281 (2006) (Stevens, J., dissenting).",https://api.case.law/v1/cases/3677135/?full_case=true&format=html,reversed and remanded,no determinable alteration of precedent
5d0955bf1ed0f7d321879702,3677135,6,4002,Davis v. Federal Election Commission,No. 07-320,2008-06-26,554 U.S. 724,518 U.S. 604,concurring-in-part-and-dissenting-in-part,STEVENS,STEVENS,"In my view, a number of purposes, both legitimate and substantial, may justify the imposition of reasonable limitations on the expenditures permitted during the course of any single campaign. For one, such limitations would “free candidates and their staffs from the interminable burden of fundraising.” Colorado Republican Federal Campaign Comm. v. Federal Election Comm’n, 518 U. S. 604, 649 (1996) (Stevens, J., dissenting). Moreover, the imposition of reasonable limitations would likely have the salutary effect of improving the quality of the exposition of ideas. After all, orderly debate is always more enlightening than a shouting match that awards points on the basis of decibels rather than reasons. Quantity limitations are commonplace in any number of other contexts in which high-value speech occurs. Litigants in this Court pressing issues of the utmost importance to the Nation are allowed only a fixed time for oral debate and a maximum number of pages for written argument. As listeners and as readers, judges need time to reflect on the merits of an issue; repetitious arguments are disfavored and are usually especially unpersuasive. Indeed, experts in the art of advocacy agree that “lawyers go on for too long, and when they do it doesn’t help their case.”",https://api.case.law/v1/cases/3677135/?full_case=true&format=html,reversed and remanded,no determinable alteration of precedent
5d0955bf1ed0f7d321879703,3677081,11,4164,District of Columbia v. Heller,No. 07-290,2008-06-26,554 U.S. 570,416 U.S. 600,dissent,STEVENS,STEWART,"Even if the textual and historical arguments on both sides of the issue were evenly balanced, respect for the well-settled views of all of our predecessors on this Court, and for the rule of law itself, see Mitchell v. W. T. Grant Co., 416 U. S. 600, 636 (1974) (Stewart, J., dissenting), would prevent most jurists from endorsing such a dramatic upheaval in the law.",https://api.case.law/v1/cases/3677081/?full_case=true&format=html,affirmed (includes modified),no determinable alteration of precedent
5d0955bf1ed0f7d321879704,3677081,11,64646,District of Columbia v. Heller,No. 07-290,2008-06-26,554 U.S. 570,285 U.S. 393,dissent,STEVENS,WHITE,"4 See Vasquez v. Hillery, 474 U. S. 254, 265-266 (1986) (“[Stare decisis] permits society to presume that bedrock principles are founded in the law rather than in the proclivities of individuals, and thereby contributes to the integrity of our constitutional system of government, both in appearance and in fact. While stare decisis is not an inexorable command, the careful observer will discern that any detours from the straight path of stare decisis in our past have occurred for articulable reasons, and only when the Court has felt obliged ‘to bring its opinions into agreement with experience and with facts newly ascertained.’ Burnet v. Coronado Oil & Gas Co., 285 U. S. 393, 412 (1932) (Brandeis, J., dissenting)”); Pollock v. Farmers’ Loan & Trust Co., 157 U. S. 429, 652 (1895) (White, J., dissenting) (“The fundamental conception of a judicial body is that of one hedged about by precedents which are binding on the court without regard to the personality of its members. Break down this belief in judicial continuity, and let it be felt that on great constitutional questions this court is to depart from the settled conclusions of its predecessors, and to determine them all according to the mere opinion of those who temporarily fill its bench, and our Constitution will, in my judgment, be bereft of value and become a most dangerous instrument to the rights and liberties of the people”).",https://api.case.law/v1/cases/3677081/?full_case=true&format=html,affirmed (includes modified),no determinable alteration of precedent
5d0955bf1ed0f7d321879705,3677081,11,64737,District of Columbia v. Heller,No. 07-290,2008-06-26,554 U.S. 570,157 U.S. 429,dissent,STEVENS,WHITE,"4 See Vasquez v. Hillery, 474 U. S. 254, 265-266 (1986) (“[Stare decisis] permits society to presume that bedrock principles are founded in the law rather than in the proclivities of individuals, and thereby contributes to the integrity of our constitutional system of government, both in appearance and in fact. While stare decisis is not an inexorable command, the careful observer will discern that any detours from the straight path of stare decisis in our past have occurred for articulable reasons, and only when the Court has felt obliged ‘to bring its opinions into agreement with experience and with facts newly ascertained.’ Burnet v. Coronado Oil & Gas Co., 285 U. S. 393, 412 (1932) (Brandeis, J., dissenting)”); Pollock v. Farmers’ Loan & Trust Co., 157 U. S. 429, 652 (1895) (White, J., dissenting) (“The fundamental conception of a judicial body is that of one hedged about by precedents which are binding on the court without regard to the personality of its members. Break down this belief in judicial continuity, and let it be felt that on great constitutional questions this court is to depart from the settled conclusions of its predecessors, and to determine them all according to the mere opinion of those who temporarily fill its bench, and our Constitution will, in my judgment, be bereft of value and become a most dangerous instrument to the rights and liberties of the people”).",https://api.case.law/v1/cases/3677081/?full_case=true&format=html,affirmed (includes modified),no determinable alteration of precedent
5d0955bf1ed0f7d321879706,3677081,11,75952,District of Columbia v. Heller,No. 07-290,2008-06-26,554 U.S. 570,508 U.S. 223,dissent,STEVENS,SCALIA,"“To use an instrumentality ordinarily means to use it for its intended purpose. When someone asks, ‘Do you use a cane?,’ he is not inquiring whether you have your grandfather’s silver-handled walking stick on display in the hall; he wants to know whether you walk with a cane. Similarly, to speak of ‘using a firearm’ is to speak of using it for its distinctive purpose, i. e., as a weapon. To be sure, one can use a firearm in a number of ways, including as an article of exchange, just as one can ‘use’ a cane as a hall decoration — but that is not the ordinary meaning of ‘using’ the one or the other. The Court does not appear to grasp the distinction between how a word can be used and how it ordinarily is used.” Smith v. United States, 508 U. S. 223,242 (1993) (Scalia, J., dissenting) (some internal quotation marks, footnotes, and citations omitted).",https://api.case.law/v1/cases/3677081/?full_case=true&format=html,affirmed (includes modified),no determinable alteration of precedent
5d0955bf1ed0f7d321879707,3677081,8,3886,District of Columbia v. Heller,No. 07-290,2008-06-26,554 U.S. 570,307 U.S. 174,dissent,GINSBURG,STEVENS,"(2) As evidenced by its preamble, the Amendment was adopted “[w]ith obvious purpose to assure the continuation and render possible the effectiveness of [militia] forces.” United States v. Miller, 307 U. S. 174, 178 (1939); see ante, at 599 (opinion of the Court); ante, at 637 (Stevens, J., dissenting).",https://api.case.law/v1/cases/3677081/?full_case=true&format=html,affirmed (includes modified),no determinable alteration of precedent
5d0955bf1ed0f7d321879708,3677081,8,18960,District of Columbia v. Heller,No. 07-290,2008-06-26,554 U.S. 570,535 U.S. 357,dissent,GINSBURG,BREYER,"I would simply adopt such an interest-balancing inquiry explicitly. The fact that important interests lie on both sides of the constitutional equation suggests that review of gun-control regulation is not a context in which a court should effectively presume either constitutionality (as in rational-basis review) or unconstitutionality (as in strict scrutiny). Rather, “where a law significantly implicates competing constitutionally protected interests in complex ways,” the Court generally asks whether the statute burdens a protected interest in a way or to an extent that is out of proportion to the statute’s salutary effects upon other important governmental interests. See Nixon v. Shrink Missouri Government PAC, 528 U. S. 377, 402 (2000) (Breyer, J., concurring). Any answer would take account both of the statute’s effects upon the competing interests and the existence of any clearly superior less restrictive alternative. See ibid. Contrary to the majority’s unsupported suggestion that this sort of “proportionality” approach is unprecedented, see ante, at 634, the Court has applied it in various constitutional contexts, including election-law cases, speech cases, and due process cases. See 528 U. S., at 403 (citing examples where the Court has taken such an approach); see also, e. g., Thompson v. Western States Medical Center, 535 U. S. 357, 388 (2002) (Breyer, J., dissenting) (commercial speech); Burdick v. Takushi, 504 U. S. 428, 433 (1992) (election regulation); Mathews v. Eldridge, 424 U. S. 319, 339-349 (1976) (procedural due process); Pickering v. Board of Ed. of Township High School Dish 205, Will Cty., 391 U. S. 563, 568 (1968) (government employee speech).",https://api.case.law/v1/cases/3677081/?full_case=true&format=html,affirmed (includes modified),no determinable alteration of precedent
5d0955bf1ed0f7d321879709,3677081,8,49989,District of Columbia v. Heller,No. 07-290,2008-06-26,554 U.S. 570,469 U.S. 528,dissent,GINSBURG,POWELL,"There is no cause here to depart from the standard set forth in Turner, for the District’s decision represents the kind of empirically based judgment that legislatures, not courts, are best suited to make. See Nixon, 528 U. S., at 402 (Breyer, J., concurring). In fact, deference to legislative judgment seems particularly appropriate here, where the judgment has been made by a local legislature, with particular knowledge of local problems and insight into appropriate local solutions. See Los Angeles v. Alameda Books, Inc., 535 U. S. 425, 440 (2002) (plurality opinion) (“[W]e must acknowledge that the Los Angeles City Council is in a better position than the Judiciary to gather and evaluate data on local problems”); cf. DC Rep., at 67 (statement of Rep. Gude) (describing District’s law as “a decision made on the local level after extensive debate and deliberations”). Different localities may seek to solve similar problems in different ways, and a “city must be allowed a reasonable opportunity to experiment with solutions to admittedly serious problems.” Renton v. Playtime Theatres, Inc., 475 U. S. 41, 52 (1986) (internal quotation marks omitted). “The Framers recognized that the most effective democracy occurs at local levels of government, where people with firsthand knowledge of local problems have more ready access to public officials responsible for dealing with them.” Garcia v. San Antonio Metropolitan Transit Authority, 469 U. S. 528, 575, n. 18 (1985) (Powell, J., dissenting) (citing The Federalist No. 17, p. 107 (J. Cooke ed. 1961) (A. Hamilton)). We owe that democratic process some substantial weight in the constitutional calculus.",https://api.case.law/v1/cases/3677081/?full_case=true&format=html,affirmed (includes modified),no determinable alteration of precedent
5d0955bf1ed0f7d32187970a,3677081,8,57522,District of Columbia v. Heller,No. 07-290,2008-06-26,554 U.S. 570,553 U.S. 181,dissent,GINSBURG,BREYER,"Of course, a subway rider must buy a ticket, and the ride takes time. It also costs money to store a pistol, say, at a target range, outside the District. But given the costs already associated with gun ownership and firearms training, I cannot say that a subway ticket and a short subway ride (and storage costs) create more than a minimal burden. Cf. Crawford v. Marion County Election Bd., 553 U. S. 181, 238-239 (2008) (Breyer, J., dissenting) (acknowledging travel burdens on indigent persons in the context of voting where public transportation options were limited). Indeed, respondent and two of his coplaintiffs below may well use handguns outside the District on a regular basis, as their declarations indicate that they keep such weapons stored there. See App. to Pet. for Cert. 77a (respondent); see also id., at 78a, 84a (coplaintiffs). I conclude that the District’s law burdens the Second Amendment’s primary objective little, or not at all.",https://api.case.law/v1/cases/3677081/?full_case=true&format=html,affirmed (includes modified),no determinable alteration of precedent
5d0955bf1ed0f7d32187970b,3677168,9,29037,Greenlaw v. United States,No. 07-330,2008-06-23,554 U.S. 237,552 U.S. 85,majority,GINSBURG,THOMAS,"7 In rejecting the interpretation of §§ 3742(e) and (f) proffered by amicus, we take no position on the extent to which the remedial opinion in United States v. Booker, 543 U. S. 220 (2005), excised those provisions. Compare Rita v. United States, 551 U. S. 338, 361-362 (2007) (Stevens, J., concurring) (Booker excised only the portions of § 3742(e) that required de novo review by courts of appeals), with 551 U. S., at 382, 383 (Scalia, J., concurring in part and concurring in judgment) (Booker excised all of §§ 3742(e) and (f)). See also Kimbrough v. United States, 552 U. S. 85, 116 (2007) (Thomas, J., dissenting) (the Booker remedial opinion, whatever it held, cannot be followed).",https://api.case.law/v1/cases/3677168/?full_case=true&format=html,vacated and remanded,no determinable alteration of precedent
5d0955bf1ed0f7d32187970c,3677184,5,20235,Kentucky Retirement Systems v. Equal Employment Opportunity Commission,No. 06-1037,2008-06-19,554 U.S. 135,540 U.S. 581,dissent,KENNEDY,THOMAS,"Similarly, we have said that the ADEA’s substantive prohibitions, which were “derived in haec verba from Title VII,” Lorillard v. Pons, 434 U. S. 575, 584 (1978), require the employer “to ignore an employee’s age (absent a statutory exemption or defense),” Hazen Paper, 507 U. S., at 612. This statement perhaps has been qualified by the Court’s subsequent holding in General Dynamics Land Systems, Inc. v. Cline, 540 U. S. 581 (2004), that the ADEA does not prohibit employers from discriminating in favor of older workers to the detriment of younger workers. Reasonable minds may have disagreed about the merits of Cline’s holding. See id., at 601 (Scalia, J., dissenting); see also id., at 602 (Thomas, J., dissenting). But Cline does not dictate the path the Court chooses here. For it is one thing to interpret a statute designed to combat age discrimination in a way that benefits older workers to the detriment of younger workers; it is quite another to do what the Court does in this case, which is to interpret the ADEA to allow a discriminatory employment practice that disfavors older workers while favoring younger ones. The Court, moreover, achieved the result in Cline by reading the word “age” to mean “old age” — i. e., by reading “discrimination]... because of [an] individual’s age,” 29 U. S. C. § 623(a)(1), to mean discrimination because of an individual’s advanced age. See Cline, supra, at 596. Here the Court seems to adopt a new definition of the term “discriminate” by holding that there is no discrimination on the basis of a protected trait if the trait is one among several factors that bear upon how an employee is treated. There is no principled way to draw this distinction, and the Court does not attempt to do so. Cf. Manhart, supra, at 710 (“[T]here is no reason to believe that Congress intended a special definition of discrimination in the context of employee group insurance coverage”).",https://api.case.law/v1/cases/3677184/?full_case=true&format=html,reversed,no determinable alteration of precedent
5d0955bf1ed0f7d32187970d,3677184,5,20282,Kentucky Retirement Systems v. Equal Employment Opportunity Commission,No. 06-1037,2008-06-19,554 U.S. 135,540 U.S. 581,dissent,KENNEDY,THOMAS,"Similarly, we have said that the ADEA’s substantive prohibitions, which were “derived in haec verba from Title VII,” Lorillard v. Pons, 434 U. S. 575, 584 (1978), require the employer “to ignore an employee’s age (absent a statutory exemption or defense),” Hazen Paper, 507 U. S., at 612. This statement perhaps has been qualified by the Court’s subsequent holding in General Dynamics Land Systems, Inc. v. Cline, 540 U. S. 581 (2004), that the ADEA does not prohibit employers from discriminating in favor of older workers to the detriment of younger workers. Reasonable minds may have disagreed about the merits of Cline’s holding. See id., at 601 (Scalia, J., dissenting); see also id., at 602 (Thomas, J., dissenting). But Cline does not dictate the path the Court chooses here. For it is one thing to interpret a statute designed to combat age discrimination in a way that benefits older workers to the detriment of younger workers; it is quite another to do what the Court does in this case, which is to interpret the ADEA to allow a discriminatory employment practice that disfavors older workers while favoring younger ones. The Court, moreover, achieved the result in Cline by reading the word “age” to mean “old age” — i. e., by reading “discrimination]... because of [an] individual’s age,” 29 U. S. C. § 623(a)(1), to mean discrimination because of an individual’s advanced age. See Cline, supra, at 596. Here the Court seems to adopt a new definition of the term “discriminate” by holding that there is no discrimination on the basis of a protected trait if the trait is one among several factors that bear upon how an employee is treated. There is no principled way to draw this distinction, and the Court does not attempt to do so. Cf. Manhart, supra, at 710 (“[T]here is no reason to believe that Congress intended a special definition of discrimination in the context of employee group insurance coverage”).",https://api.case.law/v1/cases/3677184/?full_case=true&format=html,reversed,no determinable alteration of precedent
5d0955bf1ed0f7d32187970e,3677196,1,11445,Chamber of Commerce v. Brown,No. 06-939,2008-06-19,554 U.S. 60,440 U.S. 519,majority,STEVENS,POWELL,"Congress’ express protection of free debate forcefully buttresses the pre-emption analysis in this case. Under Machinists, congressional intent to shield a zone of activity from regulation is usually found only “implicit[ly] in the structure of the Act,” Livadas v. Bradshaw, 512 U. S. 107, 117, n. 11 (1994), drawing on the notion that “ ‘[w]hat Congress left unregulated is as important as the regulations that it imposed,’” Golden State Transit Corp. v. Los Angeles, 493 U. S. 103, 110 (1989) (Golden State II) (quoting New York Telephone Co. v. New York State Dept. of Labor, 440 U. S. 519, 552 (1979) (Powell, J., dissenting)). In the case of noncoercive speech, however, the protection is both implicit and explicit. Sections 8(a) and 8(b) demonstrate that when Congress has sought to put limits on advocacy for or against union organization, it has expressly set forth the mechanisms for doing so. Moreover, the amendment to § 7 calls attention to the right of employees to refuse to join unions, which implies an underlying right to receive information opposing unionization. Finally, the addition of § 8(c) expressly precludes regulation of speech about unionization “so long as the communications do not contain a ‘threat of reprisal or force or promise of benefit.’ ” Gissel Packing, 395 U. S., at 618.",https://api.case.law/v1/cases/3677196/?full_case=true&format=html,reversed and remanded,no determinable alteration of precedent
5d0955bf1ed0f7d32187970f,3677216,3,13884,Kennedy v. Louisiana,No. 07-343,2008-06-25,554 U.S. 407,408 U.S. 238,majority,KENNEDY,BURGER,"The Eighth Amendment, applicable to the States through the Fourteenth Amendment, provides that “[e]xcessive bail shall not be required, nor excessive fines imposed, nor cruel and unusual punishments inflicted.” The Amendment proscribes “all excessive punishments, as well as cruel and unusual punishments that may or may not be excessive.” Atkins, 536 U. S., at 311, n. 7. The Court explained in Atkins, id., at 311, and Roper, supra, at 560, that the Eighth Amendment’s protection against excessive or cruel and unusual punishments flows from the basic “precept of justice that punishment for [a] crime should be graduated and proportioned to [the] offense.” Weems v. United States, 217 U. S. 349, 367 (1910). Whether this requirement has been fulfilled is determined not by the standards that prevailed when the Eighth Amendment was adopted in 1791 but by the norms that “currently prevail.” Atkins, supra, at 311. The Amendment “draw[s] its meaning from the evolving standards of decency that mark the progress of a maturing society.” Trop v. Dulles, 356 U. S. 86, 101 (1958) (plurality opinion). This is because “[t]he standard of extreme cruelty is not merely descriptive, but necessarily embodies a moral judgment. The standard itself remains the same, but its applicability must change as the basic mores of society change.” Furman v. Georgia, 408 U. S. 238, 382 (1972) (Burger, C. J., dissenting).",https://api.case.law/v1/cases/3677216/?full_case=true&format=html,reversed and remanded,no determinable alteration of precedent
5d0955bf1ed0f7d321879710,3677216,3,47619,Kennedy v. Louisiana,No. 07-343,2008-06-25,554 U.S. 407,510 U.S. 1141,majority,KENNEDY,BLACKMUN,"The tension between general rules and case-specific circumstances has produced results not altogether satisfactory. See Tuilaepa v. California, 512 U. S. 967, 973 (1994) (“The objectives of these two inquiries can be in some tension, at least when the inquiries occur at the same time”); Walton v. Arizona, 497 U. S. 639, 664-665 (1990) (Scalia, J., concurring in part and concurring in judgment) (“The latter requirement quite obviously destroys whatever rationality and predictability the former requirement was designed to achieve”). This has led some Members of the Court to say we should cease efforts to resolve the tension and simply allow legislatures, prosecutors, courts, and juries greater latitude. See id., at 667-673 (advocating that the Court adhere to the Furman line of cases and abandon the Woodson-Lockett line of cases). For others the failure to limit these same imprecisions by stricter enforcement of narrowing rules has raised doubts concerning the constitutionality of capital punishment itself. See Baze v. Rees, 553 U. S. 35, 82-86 (2008) (Stevens, J., concurring in judgment); Furman, supra, at 310-314 (White, J., concurring); Callins v. Collins, 510 U. S. 1141, 1144-1145 (1994) (Blackmun, J., dissenting from denial of certiorari).",https://api.case.law/v1/cases/3677216/?full_case=true&format=html,reversed and remanded,no determinable alteration of precedent
5d0955bf1ed0f7d321879711,3677287,4,11283,Indiana v. Edwards,No. 07-208,2008-06-19,554 U.S. 164,497 U.S. 836,dissent,SCALIA,SCALIA,"The Court is correct that this case presents a variation on Godinez: It presents the question not whether another constitutional requirement (in Godinez, the proposed higher degree of competence required for a waiver) limits a defendant’s constitutional right to elect self-representation, but whether a State’s view of fairness (or of other values) permits it to strip the defendant of this right. But that makes the question before us an easier one. While one constitutional requirement must yield to another in case of conflict, nothing permits a State, because of its view of what is fair, to deny a constitutional protection. Although “the purpose of the rights set forth in [the Sixth] Amendment is to ensure a fair trial,” it “does not follow that the rights can be disregarded so long as the trial is, on the whole, fair.” United States v. Gonzalez-Lopez, 548 U. S. 140, 145 (2006). Thus, although the Confrontation Clause aims to produce fairness by ensuring the reliability of testimony, States may not provide for unconfronted testimony to be used at trial so long as it is reliable. Crawford v. Washington, 541 U. S. 36, 61 (2004). We have rejected an approach to individual liberties that “‘abstracts from the right to its purposes, and then eliminates the right.’ ” Gonzalez-Lopez, supra, at 145 (quoting Maryland v. Craig, 497 U. S. 836, 862 (1990) (Scalia, J., dissenting)).",https://api.case.law/v1/cases/3677287/?full_case=true&format=html,vacated and remanded,no determinable alteration of precedent
5d0955bf1ed0f7d321879712,3677266,6,15205,Rothgery v. Gillespie County,No. 07-440,2008-06-28,554 U.S. 191,378 U.S. 478,majority,SOUTER,WHITE,"Neither Brewer nor Jackson said a word about the prosecutor’s involvement as a relevant fact, much less a controlling one. Those cases left no room for the factual enquiry the Court of Appeals would require, and with good reason: an attachment rule that turned on determining the moment of a prosecutor’s first involvement would be “wholly unworkable and impossible to administer,” Escobedo v. Illinois, 378 U. S. 478, 496 (1964) (White, J., dissenting), guaranteed to bog the courts down in prying enquiries into the communication between police (who are routinely present at defendants’ first appearances) and the State’s attorneys (who are not), see Brief for Petitioner 39-41. And it would have the practical effect of resting attachment on such absurd distinctions as the day of the month an arrest is made, see Brief for Brennan Center of Justice et al. as Amici Curiae 10 (explaining that “jails may be required to report their arrestees to county prosecutor offices on particular days” (citing Tex. Code Crim. Proc. Ann., Art. 2.19 (Vernon 2005))); or “the sophistication, or lack thereof, of a jurisdiction’s computer intake system,” Brief for Brennan Center, supra, at 11; see also id., at 10-12 (noting that only “[s]ome Texas counties . . . have computer systems that provide arrest and detention information simultaneously to prosecutors, law enforcement officers, jail personnel, and clerks. Prosecutors in these jurisdictions use the systems to pre-screen cases early in the process before an initial appearance” (citing D. Carmichael, M. Gilbert, & M. Voloudakis, Texas A&M U., Public Policy Research Inst., Evaluating the Impact of Direct Electronic Filing in Criminal Cases: Closing the Paper Trap 2-3 (2006), online at http://www.courts.state.tx.us/tfid/pdf/ FinalReport7-12-06wackn. pdf (as visited June 19, 2008, and available in Clerk of Court’s case file))).",https://api.case.law/v1/cases/3677266/?full_case=true&format=html,vacated and remanded,no determinable alteration of precedent
5d0955bf1ed0f7d321879713,3677266,3,3223,Rothgery v. Gillespie County,No. 07-440,2008-06-28,554 U.S. 191,505 U.S. 647,concurrence,ALITO,STEVENS,"When we wrote in Kirby and Moore that the Sixth Amendment right had “attached,” we evidently meant nothing more than that a “criminal prosecutio[n]” had begun. Our cases have generally used the term in that narrow fashion. See Texas v. Cobb, 532 U. S. 162, 167 (2001); McNeil v. Wisconsin, 501 U. S. 171, 175 (1991); Michigan v. Harvey, 494 U. S. 344, 353 (1990); Satterwhite v. Texas, 486 U. S. 249, 254-255 (1988); Michigan v. Jackson, 475 U. S. 625, 629, and n. 3 (1986); Moran v. Burbine, 475 U. S. 412, 428 (1986); United States v. Gouveia, 467 U. S. 180, 188 (1984); Edwards v. Arizona, 451 U. S. 477, 480, n. 7 (1981); Doggett v. United States, 505 U. S. 647, 663, n. 2 (1992) (Thomas, J., dissenting); Patterson v. Illinois, 487 U. S. 285, 303-304 (1988) (Stevens, J., dissenting); United States v. Ash, 413 U. S. 300, 322 (1973) (Stewart, J., concurring in judgment). But see Estelle v. Smith, 451 U. S. 454, 469 (1981) (“[W]e have held that the right to counsel granted by the Sixth Amendment means that a person is entitled to the help of a lawyer at or after the time that adversary judicial proceedings have been initiated against him ...” (internal quotation marks omitted)); Brewer v. Williams, 430 U. S. 387, 398 (1977) (“[T]he right to counsel granted by the Sixth and Fourteenth Amendments means at least that a person is entitled to the help of a lawyer at or after the time that judicial proceedings have been initiated against him .. . ”).",https://api.case.law/v1/cases/3677266/?full_case=true&format=html,vacated and remanded,no determinable alteration of precedent
5d0955bf1ed0f7d321879714,3677266,3,3303,Rothgery v. Gillespie County,No. 07-440,2008-06-28,554 U.S. 191,487 U.S. 285,concurrence,ALITO,STEVENS,"When we wrote in Kirby and Moore that the Sixth Amendment right had “attached,” we evidently meant nothing more than that a “criminal prosecutio[n]” had begun. Our cases have generally used the term in that narrow fashion. See Texas v. Cobb, 532 U. S. 162, 167 (2001); McNeil v. Wisconsin, 501 U. S. 171, 175 (1991); Michigan v. Harvey, 494 U. S. 344, 353 (1990); Satterwhite v. Texas, 486 U. S. 249, 254-255 (1988); Michigan v. Jackson, 475 U. S. 625, 629, and n. 3 (1986); Moran v. Burbine, 475 U. S. 412, 428 (1986); United States v. Gouveia, 467 U. S. 180, 188 (1984); Edwards v. Arizona, 451 U. S. 477, 480, n. 7 (1981); Doggett v. United States, 505 U. S. 647, 663, n. 2 (1992) (Thomas, J., dissenting); Patterson v. Illinois, 487 U. S. 285, 303-304 (1988) (Stevens, J., dissenting); United States v. Ash, 413 U. S. 300, 322 (1973) (Stewart, J., concurring in judgment). But see Estelle v. Smith, 451 U. S. 454, 469 (1981) (“[W]e have held that the right to counsel granted by the Sixth Amendment means that a person is entitled to the help of a lawyer at or after the time that adversary judicial proceedings have been initiated against him ...” (internal quotation marks omitted)); Brewer v. Williams, 430 U. S. 387, 398 (1977) (“[T]he right to counsel granted by the Sixth and Fourteenth Amendments means at least that a person is entitled to the help of a lawyer at or after the time that judicial proceedings have been initiated against him .. . ”).",https://api.case.law/v1/cases/3677266/?full_case=true&format=html,vacated and remanded,no determinable alteration of precedent
5d0955bf1ed0f7d321879715,3677266,3,7837,Rothgery v. Gillespie County,No. 07-440,2008-06-28,554 U.S. 191,373 U.S. 59,concurrence,ALITO,STEVENS,"At the same time, we have recognized that certain pretrial events may so prejudice the outcome of the defendant’s prosecution that, as a practical matter, the defendant must be represented at those events in order to enjoy genuinely effective assistance at trial. See, e. g., Ash, supra, at 309-310; United States v. Wade, 388 U. S. 218, 226 (1967). Thus, we have held that an indigent defendant is entitled to the assistance of appointed counsel at a preliminary hearing if “substantial prejudice . . . inheres in the . . . confrontation” and “counsel [may] help avoid that prejudice.” Coleman v. Alabama, 399 U. S. 1, 9 (1970) (plurality opinion) (internal quotation marks omitted); see also White v. Maryland, 373 U. S. 59, 60 (1963) (per curiam). We have also held that the assistance of counsel is guaranteed at a pretrial lineup, since “the confrontation compelled by the State between the accused and the victim or witnesses to a crime to elicit identification evidence is peculiarly riddled with innumerable dangers and variable factors which might seriously, even crucially, derogate from a fair trial.” Wade, supra, at 228. Other “critical stages” of the prosecution include pretrial interrogation, a pretrial psychiatric exam, and certain kinds of arraignments. See Harvey, supra, at 358, n. 4 (Stevens, J., dissenting); Estelle, supra, at 470-471; Coleman, supra, at 7-8 (plurality opinion).",https://api.case.law/v1/cases/3677266/?full_case=true&format=html,vacated and remanded,no determinable alteration of precedent
